,Frame,x1,y1,x2,y2
0,0.0,30.908026275464266,3.9800747068313385,30.79215570450591,3.9820631844190073
1,0.1,30.973767401441354,3.9803483541662343,30.857536102799806,3.982334251926516
2,0.2,31.100595058576694,3.9810309224964207,30.983667049856223,3.9830115430394413
3,0.3,31.280514246324923,3.9823397525492132,31.162597023624972,3.9843121935134236
4,0.4,31.503162349248043,3.9845440600445947,31.38402068851189,3.986505238646835
5,0.5,31.7572521703191,3.9878719888457184,31.63671578058999,3.9898187899121487
6,0.6,32.03283349219903,3.9924728297846315,31.910792990488215,3.994402376008538
7,0.7,32.321725718592496,3.9983476763621155,32.198128080327045,4.000257698036881
8,0.8,32.618516948935415,4.005348167596996,32.4933554658274,4.007237351790152
9,0.9,32.920170822211205,4.013200874832444,32.7934760091692,4.01506919140032
10,1.0,33.22481999656298,4.02152926144136,33.096656836117134,4.02337813147086
11,1.1,33.53159031679358,4.0299581441352545,33.402052027921975,4.03179042641943
12,1.2,33.839048042450074,4.038129537603377,33.708256698347476,4.0399492268280905
13,1.3,34.14444279189287,4.045740664994649,34.01255153544395,4.047552468513392
14,1.4,34.44297548279424,4.052531595865833,34.3101730066942,4.054340384833948
15,1.5,34.72850114262302,4.0582590431154975,34.595012087812435,4.060069370888222
16,1.6,34.99329644494031,4.062640866256051,34.859384113015686,4.064456546694336
17,1.7,35.228988803736414,4.065362221642689,35.09495246882042,4.0671860666267765
18,1.8,35.426906245525046,4.06607179002603,35.29307786385228,4.067905488267597
19,1.9,35.579699539301814,4.064462730221288,35.44643153788711,4.066306820638582
20,2.0,35.68225247097543,4.060353313835358,35.54990047941335,4.062207191406985
21,2.1,35.73234173423933,4.053766680693539,35.60124395790714,4.055628585533723
22,2.2,35.73158767401992,4.044967101479451,35.6020408751453,4.046834073965956
23,2.3,35.68520416280907,4.034473310859065,35.55744268114442,4.0363411313554
24,2.4,35.60126724694318,4.022980222950445,35.475448655943225,4.024843379245775
25,2.5,35.49003425148457,4.011288994782442,35.3662315329479,4.013140752911388
26,2.6,35.362536076362616,4.000181593955719,35.24074024478256,4.002014107353076
27,2.7,35.22828753814349,3.9903043729244616,35.10842422319888,3.9921090190338164
28,2.8,35.09515200386478,3.982108289313173,34.97709903750962,3.9838760792878967
29,2.9,34.96807474163031,3.9758256794395215,34.85168522605177,3.9775477833608606
30,3.0,34.849608153948815,3.9714530205025538,34.73472995674062,3.973121359866969
31,3.1,34.740514384839564,3.9687888346196254,34.62700376649842,3.970396694604459
32,3.2,34.64039198525438,3.9675052512885953,34.52812179504374,3.969047854268728
33,3.3,34.548827924600424,3.9672045258554833,34.437688321255834,3.9686795097055994
34,3.4,34.465537914897304,3.967500249524182,34.355433747445744,3.968907925110289
35,3.5,34.39071608020315,3.9680803348538363,34.2815623052478,3.9694237434841226
36,3.6,34.32446827028466,3.9687267814756466,34.2161882563278,3.970011492047533
37,3.7,34.26679269557516,3.9693749612078166,34.15931573632768,3.9706085410349887
38,3.8,34.217292440729274,3.970084117382394,34.110554403508004,3.9712754039182663
39,3.9,34.174884751633016,3.9710029701386347,34.06883112234151,3.972161211048138
40,4.0,34.13802378193685,3.972327242371351,34.0326117662871,3.9734612254923727
41,4.1,34.10410512176095,3.974223936196622,33.99931062890271,3.9753412473621537
42,4.2,34.07092055989142,3.9767831774406437,33.96673807522074,3.977889626626053
43,4.3,34.03645038461274,3.9799751823281633,33.93289398006073,3.981074612620047
44,4.4,33.99957608382027,3.9836490885759064,33.89667645333549,3.9847434084837503
45,4.5,33.95989205216034,3.9875199088553215,33.85769419097434,3.9886094102892264
46,4.6,33.91839512787348,3.9912427076090724,33.81695029471315,3.9923265595450466
47,4.7,33.87668016939531,3.9944249168415285,33.776041998821924,3.9955017277642817
48,4.8,33.83735405306947,3.9967247886793418,33.73756997556571,3.9977931311280344
49,4.9,33.802783322224734,3.99787321502788,33.70389156273234,3.9989320281055987
50,5.0,33.775220797194976,3.997734392059802,33.67724642030751,3.998783215376837
51,5.1,33.756136917012455,3.9963368412082025,33.65908956227909,3.997375887521342
52,5.2,33.745325307018355,3.9938297875966837,33.6492036561338,3.9948598194499567
53,5.3,33.74147021283893,3.9904989793111567,33.64626282649286,3.9915211911351554
54,5.4,33.74197465411534,3.986694814936319,33.647664457482165,3.987710605601415
55,5.5,33.743827503976014,3.9828044624028642,33.650392831181115,3.983815261029349
56,5.6,33.742917825109124,3.9791641742081425,33.65033941332723,3.9801712694113327
57,5.7,33.73567447120469,3.9760659891850545,33.643934718837855,3.9770704682707896
58,5.8,33.71899656445853,3.973714822791191,33.62808094272596,3.9747175394940166
59,5.9,33.690591359989895,3.972225712571176,33.60048799030822,3.9732272957249997
60,6.0,33.649202734273445,3.9716305058423247,33.55990171701767,3.972631392247565
61,6.1,33.594766037350325,3.971878017712585,33.506257943150544,3.9728784945493545
62,6.2,33.528969474289724,3.972862837723627,33.44124042956026,3.9738630574102283
63,6.3,33.45495352873028,3.9744199815574532,33.36798177846776,3.9754200455510222
64,6.4,33.37764393756503,3.976331189266079,33.29139436189347,3.9773311252725114
65,6.5,33.30319250725844,3.978371665163337,33.21761187081047,3.9793714187096176
66,6.6,33.237885360770555,3.980274386393121,33.15290264360734,3.981273824397506
67,6.7,33.18753752756543,3.981789573920728,33.10306488969655,3.9827885067384647
68,6.8,33.15666224909362,3.9827125665255165,33.072598275062134,3.983710614532677
69,6.9,33.1463852953758,3.982869551261466,33.0626279427474,3.983866084501032
70,7.0,33.15478111570908,3.9821610521789106,33.07123784792091,3.9831551246923196
